"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","mean"
"sim.61.dtree",NA,0.263,0.086,0.532,0.806,0.801,0.707,0.31,0.329,NA,0.25,0.346,0.155,0.215,0.472,0.144,0.679,0.108,NA,0.344,0.056,NA,0.546,0.196,0.107,NA,NA,0.275,NA,0.184,0.325,0.31,0.096,0.174,NA,0.162,0.06,0.933,0.059,NA,0.324
"sim.61.entrop",NA,0.57,0.31,0.884,0.979,0.98,0.955,0.699,0.708,NA,0.602,0.735,0.385,0.576,0.846,0.436,0.936,0.342,NA,0.721,0.223,NA,0.866,0.523,0.362,NA,NA,0.603,NA,0.52,0.713,0.604,0.316,0.462,NA,0.472,0.209,0.995,0.221,NA,0.605
"sim.61.icert",0.875,0.255,0.731,0.151,0.014,0.017,0.04,0.366,0.269,NA,0.339,0.286,0.41,0.47,0.202,0.544,0.035,0.571,0.222,0.222,0.767,0.777,0.077,0.426,0.689,0.42,0.771,0.248,0.906,0.547,0.317,0.189,0.605,0.417,0.955,0.514,0.683,0,0.715,0.478,0.424
"sim.61.binp",0.004,0.02,0,0.066,0.35,0.35,0.429,0.088,0.1,0.037,0.008,0.045,0.008,0.111,0.077,0.001,0.407,0.037,NA,0.556,0.004,0.111,0.1,0,0,0.037,0.333,0.333,0.037,0,0,0.018,0.259,0.259,0.333,0,0,0.704,0.001,0.333,0.142
"sim.61.dstat",1,0.77,0.075,0.047,0.121,0.099,0.134,0.037,0.307,NA,0.448,0.166,0.972,0.135,0.033,0.363,0.249,0.686,1,0.429,0.375,1,0.361,0.448,0.052,1,1,0.717,1,0.033,0.141,0.816,0.673,0.701,1,0.333,0.956,0.109,0.72,1,0.5
"sim.61.kcstat",57.48,4.132,141.903,19.065,2.494,3.012,3.59,60.21,7.143,NA,7.183,11.898,6.1,27.525,34.672,16.818,2.4,12.518,3.348,4.917,45.52,26.933,2.808,9.638,160.509,6.231,26,4.167,82.333,136.255,15.236,3.234,14.478,7.264,199,15.994,16.788,1.162,22.689,7.522,31.543
"ID.62",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.62",95.55,92.63,87.44,20.54,49.53,59,38.81,93.82,71.52,100,80.78,20.33,89.74,65.07,36.56,81.67,74.86,89.25,27.67,71.95,94.99,82.67,48.01,77.14,91.67,70.63,72.4,94.17,0,61.15,81.17,79.86,84.98,73.67,97.35,85.57,84.13,25.57,94.98,100,71.171
"sDF1.sim.62",1,4.48,7.58,51.93,22.52,15.28,29.85,3.53,19.29,0,7.54,25.78,1.85,17.72,20.26,9.47,14.11,7.32,50.83,8.27,0.38,0,27.95,10.05,0.45,28.17,0,0,22,9.95,9.07,8.34,8.34,9.33,2.4,5.19,13.76,2.59,3.55,0,12.003
"sDF2.sim.62",3.45,2.89,4.99,27.53,27.95,25.72,31.34,2.65,9.2,0,11.69,45.89,8.41,17.22,43.18,8.85,11.03,3.43,9.5,19.78,4.63,17.33,24.03,12.81,7.88,1.2,27.6,3.83,0,28.9,9.76,11.8,6.68,0,0.25,9.24,2.11,71.84,1.47,0,13.902
"sN.62",3.71,12.61,13.56,10.42,9.92,9.02,7.04,9.68,3.68,3.67,5.28,2.65,8.81,3.23,5.88,13.52,5.06,6.76,1.6,3.03,6.91,2.23,6.71,17.14,14.59,3.53,3.8,1.33,0.22,10.12,18.19,11.15,4.8,1.55,7.07,12.98,7.77,3.9,7.19,1.75,7.051
"br.length.62",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.62.dnet",0.558,0.537,0.464,0.271,0.288,0.238,0.355,0.563,0.266,NA,0.386,0.28,0.428,0.346,0.228,0.441,0.361,0.463,0.152,0.253,0.52,NA,0.303,0.379,0.434,0.108,NA,NA,NA,0.167,0.436,0.388,0.455,NA,0.587,0.426,0.314,0.144,0.557,NA,0.367
"sim.62.dtree",0.046,0.077,0.134,0.633,0.675,0.516,0.882,0.064,0.332,NA,0.213,0.66,0.108,0.423,0.794,0.202,0.288,0.114,0.526,0.326,0.051,NA,0.702,0.258,0.087,0.344,NA,NA,NA,0.482,0.208,0.224,0.162,NA,0.027,0.156,0.172,0.328,0.051,NA,0.311
"sim.62.entrop",0.187,0.284,0.421,0.929,0.947,0.863,0.994,0.249,0.707,NA,0.563,0.938,0.345,0.809,0.959,0.549,0.67,0.372,0.84,0.695,0.193,NA,0.957,0.632,0.277,0.597,NA,NA,NA,0.809,0.559,0.582,0.479,NA,0.119,0.461,0.455,0.62,0.209,NA,0.584
"sim.62.icert",0.782,0.73,0.599,0.069,0.057,0.114,0.008,0.775,0.254,NA,0.452,0.058,0.578,0.251,0.005,0.519,0.369,0.613,0.064,0.248,0.729,0.335,0.051,0.409,0.601,0.138,0.15,0.762,NA,0.095,0.508,0.446,0.566,0.493,0.836,0.539,0.414,0.17,0.776,NA,0.394
"sim.62.binp",0.012,0,0,0.213,0.213,0.145,0.429,0,0.111,0.012,0.045,0.704,0.001,0.259,0.32,0.001,0.045,0.007,0.556,0.259,0,0.111,0.429,0,0,0.407,0.111,0.333,NA,0.077,0,0.001,0.045,0.556,0,0,0.003,0.111,0,0.111,0.144
"sim.62.dstat",0.551,0.216,0.206,0.145,0.108,0.255,0.024,0.142,0.354,NA,0.216,0.118,0.639,0.014,0.287,0.034,0.123,0.362,0.489,0.41,0.848,1,0.075,0.121,0.892,0.918,1,1,NA,0.488,0.037,0.172,0.111,1,0.811,0.281,0.734,0.816,0.414,NA,0.417
"sim.62.kcstat",38.592,56.44,31.834,4.491,4.974,4.188,6.013,103.602,6.176,NA,17.648,4.69,13.398,95.7,1.406,117.452,20.724,22.062,2.275,5.533,22.261,4.77,6.117,24.308,12.277,2.574,2.623,24.587,NA,2.702,104.493,20.671,47.169,7.896,45.163,19.847,7.04,3.013,44.957,NA,25.937
"ID.63",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.63",76.78,82.08,88.62,65.27,22.16,65.83,38.76,50.81,60.48,100,65.19,55.95,79.27,68.65,39.81,70.11,58.44,81.98,98.57,41.17,99.45,96,56.83,76.34,88.6,97.23,89.83,94.33,89.5,60.82,68.77,81.25,84.9,89.05,93.71,74.67,76.84,2,84.52,96,72.764
"sDF1.sim.63",23.22,15.6,7.39,11.32,28.75,22.26,39.46,23.14,21.38,0,14.16,26.94,15.39,9.96,33.04,13.97,29.1,2.22,0,12.17,0.11,0,21.13,12.65,6.74,0.97,6.17,1.33,2.5,13.96,22.99,12.28,7.06,10.16,0,8.92,20.32,9,12.46,0,12.956
"sDF2.sim.63",0,2.31,3.99,23.41,49.09,11.91,21.78,26.04,18.14,0,20.64,17.1,5.34,21.39,27.15,15.92,12.45,15.79,1.43,14.67,0.44,3,22.04,11.01,4.66,1.8,4,4.33,0,25.21,8.24,6.47,8.04,0.79,6.29,16.42,2.84,87,3.02,0,13.104
"sN.63",4.52,8.42,17.26,10.19,7.7,11.31,6.15,5.24,4.16,5.15,3.9,4.7,7.19,5.8,7.33,7.99,4.87,5.45,3.9,1,8.62,1.08,7.43,14.39,15.2,4.02,1.26,1.97,1,16.11,11.9,3.99,3.76,4.52,3.68,13,8.76,2.11,8.75,0.97,6.619
"br.length.63",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.63.dnet",NA,0.281,0.464,0.23,0.279,0.247,0.244,0.307,0.306,NA,0.284,0.243,0.303,0.244,0.318,0.35,0.186,0.278,NA,0.272,0.652,NA,0.324,0.388,0.484,0.61,0.495,0.533,NA,0.232,0.212,0.368,0.464,0.381,NA,0.308,0.21,0.405,0.344,NA,0.341
"sim.63.dtree",NA,0.197,0.121,0.42,0.683,0.412,0.868,0.652,0.493,NA,0.421,0.565,0.231,0.372,0.861,0.351,0.525,0.198,NA,0.47,0.006,NA,0.551,0.268,0.121,0.028,0.107,0.058,NA,0.487,0.37,0.207,0.163,0.116,NA,0.29,0.262,0.119,0.168,NA,0.338
"sim.63.entrop",NA,0.491,0.39,0.787,0.948,0.786,0.971,0.94,0.859,NA,0.802,0.892,0.572,0.744,0.989,0.743,0.849,0.491,NA,0.822,0.034,NA,0.895,0.647,0.393,0.132,0.361,0.226,NA,0.842,0.729,0.549,0.481,0.34,NA,0.665,0.571,0.379,0.462,NA,0.63
"sim.63.icert",0.218,0.366,0.609,0.167,0.05,0.184,0,0.076,0.171,NA,0.204,0.09,0.36,0.209,0.006,0.309,0.083,0.362,0.892,0.169,0.959,0.804,0.145,0.41,0.631,0.869,0.656,0.74,0.82,0.127,0.188,0.439,0.575,0.523,0.661,0.319,0.26,0.551,0.447,NA,0.386
"sim.63.binp",0.21,0.003,0,0.02,0.259,0.039,0.649,0.21,0.111,0.004,0.111,0.21,0.007,0.1,0.429,0.02,0.21,0.045,0.012,1,0,0.333,0.173,0.001,0,0.012,0.333,0.111,0.333,0.016,0.019,0.111,0.111,0.045,0.111,0.002,0.008,0.111,0.008,0.333,0.146
"sim.63.dstat",1,0.742,0.299,0.348,0.129,0.303,0.28,0.059,0.082,NA,0.186,0.223,0.485,0.365,0.098,0.065,0.401,0.753,1,0.093,0.6,1,0.021,0.069,0.182,0.3,0.213,0.53,1,0.287,0.472,0.31,0.065,0.856,1,0.296,0.755,0.636,0.61,NA,0.424
"sim.63.kcstat",3.307,6.002,24.891,4.462,4.086,5.21,1.041,9.541,13.068,NA,7.875,3.948,7.356,5.135,2.149,28.79,2.762,5.878,68.93,11.6,301.03,32,39.231,39.835,40.356,115.976,39.553,31,35.8,4.165,4.104,12.871,79.429,9.419,14.898,8.767,4.233,12.143,8.633,NA,27.618
"ID.64",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.64",87.75,89.33,95.53,63.06,33.09,68.93,57.06,89.54,67.42,100,27.7,42.05,92.42,44.95,30.16,73.2,38.05,81.24,91.19,64.08,85.33,71.83,68.83,80.09,85.84,61.89,70.57,70.17,100,72.83,64.51,74.51,81.77,65.98,92.22,77.71,88.36,8.71,77.18,18,68.827
"sDF1.sim.64",10.25,9.72,2.59,17.76,23.32,14.33,23.74,4.49,24.97,0,35.72,38.86,7.16,24.58,40.21,10.61,25.1,9.89,8.81,28.22,6.12,0,13.72,14.07,8.97,5.8,6.89,3.83,0,9.91,24.45,4.65,6.03,10.12,5.78,9.09,3.56,0.96,3.33,0,12.44
"sDF2.sim.64",0,0.96,1.88,19.18,43.59,16.75,19.2,5.97,7.61,0,32.58,19.09,0.42,30.47,28.63,16.2,36.85,8.88,0,7.71,8.55,19.17,17.45,5.84,5.19,32.31,22.54,0,0,17.26,11.04,16.84,12.2,20.9,2,13.2,8.08,90.33,19.48,0,15.459
"sN.64",1.9,6.72,16.78,13.45,8.55,11.87,7.04,9.01,7.02,3.58,3.33,5.14,7.8,6.67,8.23,14.07,5.1,6.84,4.67,4.53,6.19,1.56,10.68,24.62,12.3,5.81,4.41,1.77,1.16,20.31,22.4,3.98,2.94,1.97,2.56,13.86,12.04,2.38,6.73,0.21,7.755
"br.length.64",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.64.dnet",NA,0.392,0.589,0.33,0.272,0.339,0.29,0.503,0.186,NA,0.337,0.212,0.452,0.296,0.346,0.322,0.287,0.432,NA,0.155,0.447,NA,0.324,0.329,0.432,0.109,0.208,NA,NA,0.301,0.216,0.259,0.367,0.242,0.496,0.365,0.445,0.416,0.225,NA,0.331
"sim.64.dtree",NA,0.113,0.046,0.453,0.786,0.368,0.547,0.11,0.389,NA,0.907,0.816,0.079,0.76,0.843,0.31,0.898,0.207,NA,0.438,0.158,NA,0.369,0.221,0.152,0.471,0.345,NA,NA,0.314,0.431,0.251,0.201,0.38,0.081,0.251,0.124,0.102,0.257,NA,0.369
"sim.64.entrop",NA,0.339,0.194,0.832,0.972,0.759,0.891,0.37,0.736,NA,0.991,0.954,0.259,0.971,0.988,0.693,0.985,0.558,NA,0.764,0.47,NA,0.759,0.564,0.456,0.753,0.697,NA,NA,0.695,0.792,0.602,0.538,0.759,0.289,0.62,0.393,0.318,0.575,NA,0.653
"sim.64.icert",0.517,0.537,0.824,0.216,0.014,0.287,0.126,0.663,0.158,NA,0.002,0.001,0.627,0.027,0.015,0.317,0,0.505,0.57,0.112,0.56,0.257,0.274,0.392,0.548,0.072,0.202,0.706,NA,0.295,0.152,0.311,0.443,0.204,0.677,0.402,0.585,0.57,0.275,NA,0.336
"sim.64.binp",0.111,0.007,0,0.035,0.35,0.019,0.173,0.001,0.045,0.012,0.704,0.539,0.003,0.429,0.532,0.004,0.539,0.007,0.045,0.21,0.018,0.556,0.039,0,0,0.1,0.111,0.556,0.333,0,0.003,0.111,0.259,0.556,0.259,0.001,0,0.111,0.045,NA,0.175
"sim.64.dstat",1,0.82,0.159,0.038,0.173,0.078,0.106,0.141,0.533,NA,0.081,0.341,0.889,0.107,0.026,0.209,0.19,0.054,1,0.571,0.166,1,0.12,0.413,0.267,0.696,0.532,1,NA,0.271,0.378,0.567,0.338,0.348,0.486,0.184,0.388,0.801,0.708,NA,0.41
"sim.64.kcstat",8.561,10.088,131.901,31.901,2.075,22.562,8.339,57.466,3.445,NA,1.643,1.161,13.65,3.458,7.569,11.197,1.102,71.644,10.351,2.748,32.597,3.747,14.775,9.022,21.336,2.116,4.069,18.321,NA,8.561,3.987,5.731,12.276,5.182,23.868,16.696,18.761,11.532,4.573,NA,16.703
"ID.65",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.65",96.89,76.25,91.76,56.73,28.58,67.3,54,73.63,68.4,100,70.43,64.55,89.09,58.15,18.01,86.08,60.53,96.32,98,86.45,84.48,88.93,70.56,71.23,94.03,53.17,9,20,99,58.49,68.82,79.85,73.51,59.22,94.12,80.21,78.15,0,85.82,94.5,70.106
"sDF1.sim.65",2.61,16.14,3.07,35.05,47.41,23.73,23.18,14.62,22.62,0,19.59,14.76,6.56,27.79,34.11,7.34,31.29,3.68,0,2.17,0,0,15.08,21.8,0.52,4.5,70,15.67,1,9.72,11.75,8.31,15.32,12.13,3.44,9.4,16.41,3.28,2.83,1.5,13.96
"sDF2.sim.65",0.5,7.62,5.17,8.23,24,8.98,22.82,11.75,8.98,0,9.98,20.69,4.34,14.06,47.87,6.58,8.18,0,0,11.38,15.52,11.07,14.36,6.97,5.44,39.33,6,64.33,0,31.79,19.42,11.84,11.18,28.65,2.44,10.39,5.44,96.72,11.35,0,15.334
"sN.65",6.84,8.6,19.27,19.6,11.18,17.03,9.01,9.03,6.33,6.41,7.34,5.96,8.44,4.61,8.11,15.92,4.14,6.56,1.39,3.66,8.42,2.64,9.42,14.7,9.69,2.07,1.14,1.76,1.29,12.36,12.77,7.23,5.22,2.57,6.84,15.52,8.48,2.7,3.28,1.18,7.718
"br.length.65",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.65.dnet",0.582,0.304,0.518,0.113,0.299,0.209,0.328,0.356,0.222,NA,0.267,0.288,0.487,0.21,0.211,0.479,0.135,NA,NA,0.362,NA,NA,0.366,0.218,0.498,0.058,0.369,0.303,NA,0.144,0.282,0.387,0.341,0.187,0.565,0.424,0.286,NA,0.366,NA,0.318
"sim.65.dtree",0.032,0.27,0.086,0.552,0.713,0.391,0.597,0.304,0.375,NA,0.347,0.431,0.115,0.529,0.705,0.15,0.492,NA,NA,0.145,NA,NA,0.345,0.336,0.061,0.581,0.192,0.434,NA,0.524,0.369,0.224,0.305,0.512,0.061,0.22,0.245,NA,0.153,NA,0.337
"sim.65.entrop",0.139,0.635,0.309,0.814,0.96,0.75,0.918,0.69,0.74,NA,0.725,0.811,0.38,0.862,0.936,0.455,0.794,NA,NA,0.415,NA,NA,0.737,0.691,0.222,0.767,0.578,0.816,NA,0.823,0.753,0.582,0.69,0.841,0.24,0.577,0.589,NA,0.436,NA,0.646
"sim.65.icert",0.825,0.332,0.7,0.041,0.045,0.172,0.118,0.352,0.191,NA,0.244,0.2,0.639,0.092,0.02,0.603,0.074,0.773,NA,0.481,0.377,0.498,0.329,0.215,0.694,0.016,0.488,0.21,0.919,0.064,0.24,0.445,0.337,0.089,0.78,0.486,0.334,0.792,0.48,0.884,0.384
"sim.65.binp",0,0.008,0,0.038,0.289,0.008,0.145,0.008,0.1,0.001,0.045,0.1,0,0.21,0.259,0,0.111,0.007,0.333,0.111,0.003,0.259,0.008,0.009,0,0.556,0.333,0.556,0.333,0.066,0.009,0.007,0.045,0.259,0.007,0.001,0.003,0.037,0.037,0.333,0.116
"sim.65.dstat",0.678,0.359,0.255,0.62,0.087,0.451,0.008,0.109,0.432,NA,0.325,0.167,0.204,0.328,0.309,0.055,0.586,1,NA,0.68,1,1,0.024,0.515,0.826,0.795,0.2,0.121,1,0.532,0.246,0.175,0.156,0.405,0.17,0.05,0.502,1,0.601,1,0.447
"sim.65.kcstat",45.682,8.055,42.233,1.808,5.111,3.954,86.611,21.561,4.356,NA,6.29,8.396,38.176,3.211,1.855,104.605,2.265,26.174,NA,9.151,5.443,8.033,78.056,4.333,19.006,1.397,21.333,11.238,99,2.21,7.441,20.266,15.056,2.85,91.68,71.525,6.628,29.488,9.741,63,25.979
"ID.66",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.66",96.48,80.26,67.63,75.61,13.89,68.35,40.77,83.01,80.58,97.45,52.53,73.27,86.99,66.39,55.28,82.43,30.63,85.43,95,49.37,91.61,76.83,67.37,68.46,92.13,64.1,52.73,41.42,19,60.26,85.74,78.96,74.62,89.58,79.09,67.91,90.91,0,28.56,78,67.216
"sDF1.sim.66",0,18.04,12.6,16.24,51.21,15.92,24.46,7.75,11.46,0,20.18,5.4,1.26,10.36,20.92,9.26,53.71,3.49,2.92,8.18,1.29,0,15.51,25.08,4.47,4.6,33.1,4.58,9,13.56,9.55,10.86,11.82,7.07,18.61,12.71,8.31,50.57,1.16,1,13.405
"sDF2.sim.66",3.52,1.7,19.77,8.15,34.9,15.73,34.77,9.24,7.97,2.55,27.28,21.33,11.76,23.25,23.8,8.3,12.66,11.08,2.08,42.45,7.11,23.17,17.12,6.46,3.4,31.3,14.17,11,0,26.18,4.71,10.18,13.57,3.35,2.3,19.39,0.78,49.43,70.28,0,15.905
"sN.66",5.78,12.45,15.75,14.35,9.82,15.51,8.64,9.48,9.46,7.71,6.51,9.33,15.58,6.37,10.89,19.25,4.26,7.13,2.57,2.58,6.39,2.51,11.86,15.23,15.97,3.61,3.97,1.06,0.34,13.32,26.49,6.16,2.97,2.41,3.36,11.54,8.04,2.48,4.54,0.81,8.412
"br.length.66",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.66.dnet",NA,0.237,0.283,0.306,0.166,0.362,0.281,0.44,0.393,NA,0.269,0.213,0.349,0.224,0.305,0.442,0.174,0.376,0.579,0.088,0.457,NA,0.342,0.176,0.539,0.106,0.177,0.2,NA,0.22,0.416,0.419,0.376,0.469,0.232,0.289,0.425,NA,0.104,NA,0.307
"sim.66.dtree",NA,0.219,0.386,0.278,0.645,0.376,0.842,0.186,0.215,NA,0.622,0.309,0.139,0.404,0.576,0.193,0.572,0.157,0.051,0.678,0.088,NA,0.39,0.374,0.082,0.438,0.619,0.303,NA,0.496,0.154,0.235,0.291,0.11,0.234,0.382,0.095,NA,0.349,NA,0.338
"sim.66.entrop",NA,0.505,0.77,0.647,0.896,0.768,0.981,0.521,0.568,NA,0.924,0.651,0.39,0.77,0.907,0.534,0.872,0.451,0.212,0.835,0.295,NA,0.78,0.713,0.3,0.719,0.892,0.682,NA,0.844,0.455,0.601,0.675,0.364,0.533,0.767,0.301,NA,0.598,NA,0.639
"sim.66.icert",0.78,0.312,0.229,0.327,0.026,0.301,0.005,0.53,0.458,0.829,0.073,0.23,0.473,0.174,0.118,0.528,0.055,0.486,0.807,0.004,0.627,0.219,0.273,0.161,0.73,0.087,0.038,0.259,0.094,0.115,0.53,0.468,0.381,0.622,0.298,0.236,0.585,0,0.133,0.902,0.338
"sim.66.binp",0.001,0.001,0.004,0.001,0.213,0.004,0.35,0.001,0.001,0,0.429,0.008,0,0.1,0.122,0,0.407,0.007,0.259,0.704,0.001,0.259,0.019,0.009,0,0.407,0.407,1,NA,0.035,0,0.018,0.259,0.111,0.037,0.019,0.003,0.556,0.21,0.333,0.161
"sim.66.dstat",1,0.828,0.222,0.332,0.431,0.006,0.174,0.088,0.18,1,0.15,0.596,0.806,0.384,0.064,0.055,0.415,0.521,0.168,0.677,0.693,1,0.049,0.59,0.136,0.744,0.4,0.412,1,0.318,0.339,0.032,0.069,0.357,0.78,0.208,0.828,1,0.922,1,0.474
"sim.66.kcstat",27.409,4.808,7.675,8.339,1.776,276.947,1.582,50.51,20.805,38.216,4.556,4.261,8.165,4.347,11.931,77.219,2.284,10.796,110.619,1.202,15.519,3.316,32.211,3.33,82.925,2.228,2.037,5.738,2.111,3.7,16.742,101.147,35.886,23.18,4.708,8.263,11.969,1.023,2.523,78,27.75
"ID.67",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.67",80.23,83.35,92.69,55.97,46.21,57.44,50.01,67.96,73.59,100,72.7,8.32,86.3,78.61,42.23,83.46,16.87,92.72,24.5,2.67,95.26,87.67,52.27,74.63,90.52,68.8,96.67,27.42,4,52.23,73.92,57.19,32.92,65.83,90.6,85.29,95.94,1.33,79.5,57.67,62.637
"sDF1.sim.67",17.58,11.39,4.14,18.1,15.66,23.07,33.22,5.57,14.35,0,16.24,27.41,10.58,6.63,34.06,3.9,28.69,5.88,0,9.17,3.22,0,21.59,15.77,6.99,24.67,0.2,1.75,89,27.96,9.94,25.71,13.25,14.5,8.45,3.46,3.79,35.39,1.37,42.33,15.874
"sDF2.sim.67",2.19,5.26,3.17,25.93,38.13,19.49,16.77,26.47,12.06,0,11.07,64.27,3.13,14.76,23.71,12.65,54.44,1.4,5.5,28.17,1.52,12.33,26.14,9.6,2.49,6.53,3.13,44.83,0,19.81,16.14,17.1,23.83,18.67,0.95,11.25,0.27,63.28,19.12,0,16.639
"sN.67",4.33,7.62,13.53,13.48,10.25,8.52,6.21,3.88,6.83,7.4,6.59,3.53,8.99,4.14,6.44,15.68,3.43,4.25,0.36,0.56,5.8,2.23,5.17,16.17,13.56,3.55,3.7,1,0.93,13.13,22.39,5.34,1.34,1.86,2.81,15.83,14.46,3.56,6.49,2.52,6.947
"br.length.67",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.67.dnet",0.248,0.379,0.548,0.261,0.174,0.299,0.202,0.155,0.363,NA,0.325,0.167,0.384,0.322,0.274,0.346,0.228,0.49,NA,0.138,0.567,NA,0.291,0.323,0.466,0.181,0.564,0.048,NA,0.261,0.319,0.254,0.214,0.31,0.422,0.372,0.544,0.054,0.219,NA,0.306
"sim.67.dtree",0.219,0.182,0.076,0.565,0.736,0.541,0.666,0.382,0.304,NA,0.316,0.435,0.147,0.24,0.812,0.18,0.59,0.076,NA,0.323,0.049,NA,0.627,0.291,0.1,0.37,0.034,0.474,NA,0.628,0.3,0.545,0.677,0.402,0.099,0.159,0.041,0.45,0.228,NA,0.35
"sim.67.entrop",0.515,0.504,0.284,0.896,0.924,0.888,0.921,0.706,0.691,NA,0.701,0.77,0.431,0.593,0.976,0.491,0.901,0.27,NA,0.612,0.201,NA,0.929,0.669,0.335,0.711,0.14,0.715,NA,0.925,0.68,0.884,0.888,0.791,0.312,0.453,0.164,0.65,0.507,NA,0.629
"sim.67.icert",0.321,0.47,0.745,0.099,0.007,0.136,0.03,0.144,0.358,NA,0.314,0.12,0.502,0.37,0.008,0.438,0.07,0.674,0.313,0.196,0.792,0.461,0.082,0.332,0.628,0.167,0.799,0.042,0.744,0.067,0.322,0.107,0.019,0.238,0.579,0.481,0.767,0.058,0.29,0.017,0.316
"sim.67.binp",0.111,0.02,0,0.035,0.213,0.145,0.32,0.111,0.045,0,0.045,0.407,0.001,0.111,0.32,0,0.259,0.012,NA,1,0.001,0.111,0.21,0.001,0,0.407,0.012,1,0.333,0.104,0,0.21,1,0.556,0.037,0,0,0.407,0.018,0.704,0.212
"sim.67.dstat",0.778,0.368,0.133,0.178,0.418,0.084,0.329,0.652,0.087,NA,0.189,0.534,0.543,0.38,0.179,0.529,0.259,0.615,1,0.549,0.359,1,0.095,0.243,0.475,0.581,0.88,0.88,1,0.171,0.238,0.201,0.285,0.126,0.798,0.53,0.867,0.928,0.866,1,0.496
"sim.67.kcstat",5.071,12.739,92.289,4.837,1.36,10.601,2.021,2.985,26.869,NA,11.921,2.931,11.164,8.854,1.789,9.093,3.179,20.384,4.455,3.923,55.141,7.11,6.743,10.54,19.562,3.433,32.925,1.678,22.25,3.978,10.319,4.656,1.859,12.309,11.953,10.504,27.179,1.819,4.402,1.362,12.466
"ID.68",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.68",97.4,76.79,86.29,34.46,49.37,51.85,46.95,41.05,57.81,99.52,72.83,51.83,83.29,86.32,39.17,84.45,52.79,97.82,10,0,78.1,88.37,48.49,91.48,95.93,16.33,50.75,29.33,49.17,60.21,86.84,86.63,89.63,17,95.63,82.09,94.7,2.67,76.06,19,61.96
"sDF1.sim.68",2.6,6.89,5.36,35.96,18.78,28.2,21.41,24.25,22.77,0.48,6.85,10.42,7.82,2.34,31.35,9.61,38.27,1.18,4,24,2.56,0,24.25,5.03,0.13,28.83,0,0,50.83,26.14,3.87,6.43,7.2,83,2.65,8.38,5.03,47.1,6.6,0,15.264
