"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","mean"
"sim.54.dstat",NA,1,1,0.662,0.104,0.012,0.129,0.244,0.538,1,0.008,0.178,0.081,0.477,0.554,0.168,0.305,0.543,1,0.646,0.68,1,0.182,0.053,0.333,1,1,0.286,1,0.123,0.14,0.56,0.74,0.155,0.667,0.222,0.002,0.852,0.419,NA,0.475
"sim.54.kcstat",NA,104.263,35.101,4.383,3.133,55.214,9.828,4.269,4.795,116.647,441.437,4.235,37.76,1.307,1.189,59.128,1.271,4.565,22.333,2.098,23.608,36.453,7.283,110.833,84.496,23.096,1.857,1.75,5,14.256,49.683,3.222,3.856,13.871,48.25,8.507,4283.5,37.435,8.462,NA,149.431
"ID.55",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.55",56.17,88.68,88.82,56.28,27.6,56.66,69.04,66.42,43.36,100,81.96,20.33,83.95,71.49,57.33,83.83,26.28,87.69,85.25,66.81,86.48,91.82,48.84,79.33,88.41,66.69,82.43,27.4,99,60.13,68.37,62.6,62.63,71.28,81.65,72.92,90.87,19.42,42.69,8,65.723
"sDF1.sim.55",15.21,10.82,6.75,18.54,27.2,28.38,18.07,2.5,22.36,0,8.36,33.73,5.37,5.56,15.21,8.95,58.82,9.79,0.75,23,9.86,0,36.06,13.01,4.72,3.3,10.73,35.8,0,11.08,20.38,23.25,12.93,19.52,6.42,14.08,6.28,4.5,6.27,1,13.964
"sDF2.sim.55",28.62,0.5,4.44,25.18,45.21,14.96,12.89,31.07,34.28,0,9.68,29.94,10.68,22.95,27.46,7.22,14.89,2.52,14,10.19,3.67,8.18,15.09,7.66,6.87,30.01,6.83,36.8,0,28.8,11.25,14.15,24.44,2.2,11.93,13.01,2.85,72.08,51.04,0,17.338
"sN.55",3.98,11.94,20.61,15.16,8.39,9.14,9.1,5.69,4.53,2.91,6.15,2.12,2.78,5.26,10.03,16.3,4.39,6.82,2.42,3.71,6.33,3.43,11.45,23.13,13.45,4.54,2.72,2.93,0.99,13.22,21.74,9.05,3.86,1.89,3.32,12.23,18.27,3.03,5.47,0.11,7.815
"br.length.55",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.55.dnet",0.214,0.365,0.483,0.271,0.339,0.213,0.309,0.092,0.258,NA,0.433,0.273,0.395,0.194,0.223,0.444,0.23,0.399,0.302,0.226,0.403,NA,0.174,0.36,0.481,0.107,0.402,0.318,NA,0.177,0.266,0.253,0.231,0.191,0.374,0.374,0.487,0.219,0.069,NA,0.293
"sim.55.dtree",0.561,0.12,0.119,0.56,0.755,0.553,0.366,0.403,0.79,NA,0.198,0.823,0.175,0.332,0.542,0.176,0.518,0.131,0.159,0.398,0.145,NA,0.687,0.231,0.123,0.4,0.193,0.924,NA,0.498,0.376,0.46,0.46,0.263,0.202,0.313,0.096,0.284,0.648,NA,0.388
"sim.55.entrop",0.882,0.34,0.387,0.895,0.972,0.877,0.755,0.662,0.969,NA,0.543,0.957,0.494,0.672,0.874,0.504,0.862,0.396,0.408,0.765,0.433,NA,0.913,0.588,0.398,0.677,0.53,0.992,NA,0.827,0.755,0.828,0.821,0.586,0.542,0.702,0.33,0.632,0.801,NA,0.682
"sim.55.icert",0.078,0.504,0.632,0.108,0.043,0.081,0.263,0.097,0.01,NA,0.513,0.003,0.492,0.2,0.091,0.542,0.108,0.53,0.413,0.179,0.524,0.592,0.016,0.413,0.626,0.106,0.485,0,NA,0.091,0.223,0.157,0.144,0.249,0.45,0.361,0.654,0.254,0.006,0.497,0.282
"sim.55.binp",0.407,0,0,0.031,0.259,0.145,0.042,0.1,0.539,0.037,0.018,0.556,0.259,0.045,0.077,0,0.111,0.007,0.111,0.407,0.018,0.037,0.122,0,0,0.21,0.259,0.704,0.333,0.035,0.001,0.042,0.407,0.556,0.037,0.004,0,0.259,0.21,NA,0.164
"sim.55.dstat",0.306,0.912,0.206,0.152,0.007,0.31,0.167,0.851,0.21,NA,0.073,0.191,0.331,0.61,0.287,0.107,0.277,0.591,0.898,0.386,0.458,1,0.41,0.259,0.186,0.802,0.222,0.133,NA,0.444,0.289,0.243,0.308,0.797,0.3,0.039,0.376,0.624,0.744,1,0.408
"sim.55.kcstat",3.054,8.545,36.528,5.684,45.025,3.107,10.84,2.237,1.762,NA,55.758,1.394,14.798,3.791,3.438,44.283,3.857,11.715,6.377,4.42,13.378,11.225,1.609,13.396,38.926,2.373,19.385,1.119,NA,2.768,6.256,5.324,4.318,3.988,13.653,55.991,25.662,4.529,1.229,8,13.151
"ID.56",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.56",99.57,82.5,87.21,36.5,44.14,67.33,50.95,59.3,59.83,99.9,21.49,63.11,78.76,52.53,47.85,88.28,21.62,84.65,96.72,10.5,92.06,95.57,58.33,87.35,89.72,76.83,27,18.33,93.33,60.57,87.34,84.73,11.92,16.1,75.17,85.83,85.87,1.2,64.61,2,61.665
"sDF1.sim.56",0.43,15.56,9.38,27.1,28.11,17.03,24.23,16.89,26.1,0.1,60.75,16.1,5.52,13.39,28.4,4.41,47.4,13.87,0.9,10.17,1.69,0,7.37,7.91,5.29,14.58,17,22.17,6.67,23.68,11.48,3.91,11.75,16.2,7.17,9.37,13.15,4.06,14.13,0,14.085
"sDF2.sim.56",0,1.94,3.41,36.4,27.75,15.64,24.82,23.81,14.07,0,17.76,20.79,15.72,34.07,23.74,7.31,30.98,1.48,2.38,72.33,6.25,4.43,34.3,4.74,4.99,5.58,5,5.5,0,15.74,1.17,11.36,31.33,25.7,1.67,4.8,0.98,92.74,21.26,0,16.299
"sN.56",5.44,11.8,19.4,15.34,9.41,11.09,11.31,9.64,8.26,5.55,6.33,6.73,13.23,7.36,7.76,9.39,6.54,8.06,3.82,1.49,6.11,4.04,6.74,16.14,8.97,1.52,0.72,0.75,1.79,9.85,18.67,6.04,0.8,1.04,1.36,10.58,6.03,1.97,7.11,0.02,7.205
"br.length.56",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.56.dnet",NA,0.28,0.413,0.313,0.342,0.344,0.327,0.27,0.225,NA,0.302,0.297,0.298,0.165,0.297,0.468,0.262,0.308,0.591,0.398,0.482,NA,0.109,0.455,0.524,0.306,0.121,0.127,NA,0.262,0.355,0.372,0.288,0.323,0.377,0.421,0.32,0.53,0.276,NA,0.33
"sim.56.dtree",NA,0.192,0.137,0.93,0.775,0.39,0.65,0.511,0.503,NA,0.488,0.452,0.238,0.622,0.705,0.124,0.714,0.166,0.033,0.249,0.083,NA,0.526,0.135,0.108,0.232,0.527,0.619,NA,0.491,0.135,0.165,0.508,0.7,0.111,0.153,0.152,0.055,0.43,NA,0.372
"sim.56.entrop",NA,0.478,0.416,0.992,0.977,0.781,0.94,0.866,0.85,NA,0.856,0.829,0.581,0.887,0.957,0.4,0.954,0.435,0.149,0.64,0.29,NA,0.795,0.422,0.366,0.586,0.732,0.732,NA,0.852,0.381,0.468,0.791,0.854,0.429,0.454,0.403,0.23,0.808,NA,0.645
"sim.56.icert",0.96,0.369,0.54,0,0.036,0.274,0.088,0.136,0.114,0.989,0.171,0.192,0.351,0.033,0.047,0.61,0.032,0.414,0.837,0.451,0.659,0.738,0.049,0.587,0.69,0.367,0.038,0.006,0.647,0.143,0.482,0.476,0.151,0.037,0.573,0.536,0.435,0.749,0.193,NA,0.364
"sim.56.binp",0.004,0.001,0,0.382,0.35,0.039,0.122,0.077,0.088,0.001,0.1,0.173,0.002,0.173,0.259,0.001,0.429,0.003,0.012,0.333,0.001,0.012,0.173,0,0.001,0.556,1,1,0.111,0.077,0,0.018,1,1,0.333,0.001,0.018,0.111,0.045,NA,0.205
"sim.56.dstat",1,0.778,0.467,0.146,0.006,0.043,0.012,0.17,0.299,1,0.095,0.127,0.48,0.436,0.089,0.247,0.178,0.807,0.451,0.016,0.574,1,0.646,0.251,0.029,0.446,0.545,0.538,1,0.201,0.815,0.488,0.007,0.003,0.622,0.323,0.861,0.544,0.201,NA,0.409
"sim.56.kcstat",231.558,5.915,14.037,1.011,45.528,37.187,45.288,6.129,3.804,999,11.525,10.023,7.18,1.893,5.174,28.921,2.754,6.713,64.743,188.364,19.818,21.573,1.892,26.06,282.433,7.917,1.833,1.299,13.993,5.646,8.358,10.848,115.176,96,13.364,17.731,6.975,32.007,7.08,NA,61.712
"ID.57",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.57",100,94.83,79.51,67.54,24.45,67.53,25.79,84.54,86.91,99.63,86.35,11.73,82.22,47.07,24.95,82.64,56.45,71.38,95.38,68.18,93.51,88,52.78,84.44,93.04,72.57,61.25,49,99,64.1,79.16,76.55,83.58,6.83,21.67,86.14,84.38,68.03,1.5,100,68.065
"sDF1.sim.57",0,5.02,15.97,16.83,28.61,16.87,46.1,5.95,12.84,0.37,7.03,64.95,14.24,22.68,36.58,9.89,24.53,12.12,1.27,9.23,3.47,0,27.88,10,0.47,0.75,12.25,0.5,0,20.79,16.8,13.54,1.7,43.17,3,8.23,10.11,5.23,0,0,13.224
"sDF2.sim.57",0,0.15,4.52,15.64,46.94,15.6,21.11,9.51,0.25,0,6.63,21.32,3.54,30.25,38.47,7.47,19.02,16.5,3.35,22.58,3.02,12,19.34,5.56,6.49,26.68,26.5,3.5,0,15.11,4.03,9.91,14.72,5,7.33,5.63,5.51,26.73,91.5,0,14.285
"sN.57",1.58,11.98,14.65,15.55,7.38,10.21,3.71,5.73,7.49,7.07,7.22,3.31,8.74,5.22,4.56,11.75,5.35,5.69,3.02,4.29,8.39,2.64,6.17,12.69,11.36,2.77,3.28,0.77,1.07,15.2,26.5,7.61,2.13,0.91,0.51,14.7,4.88,2.28,1.25,1,6.765
"br.length.57",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.57.dnet",NA,0.508,0.288,0.347,0.304,0.346,0.288,0.424,0.322,NA,0.487,0.252,0.313,0.276,0.285,0.424,0.281,0.328,0.562,0.224,0.567,NA,0.257,0.41,0.469,0.12,0.206,0.292,NA,0.289,0.271,0.364,0.294,0.276,0.149,0.452,0.408,0.15,NA,NA,0.33
"sim.57.dtree",NA,0.053,0.228,0.388,0.722,0.388,0.666,0.168,0.14,NA,0.147,0.405,0.195,0.72,0.889,0.19,0.557,0.334,0.047,0.378,0.067,NA,0.618,0.169,0.072,0.318,0.481,0.077,NA,0.438,0.233,0.266,0.179,0.233,0.35,0.149,0.169,0.38,NA,NA,0.318
"sim.57.entrop",NA,0.191,0.56,0.778,0.963,0.778,0.942,0.486,0.365,NA,0.449,0.784,0.507,0.958,0.985,0.528,0.895,0.722,0.195,0.744,0.259,NA,0.92,0.486,0.246,0.566,0.828,0.449,NA,0.817,0.559,0.641,0.456,0.633,0.572,0.452,0.487,0.7,NA,NA,0.615
"sim.57.icert",NA,0.712,0.349,0.279,0.043,0.278,0.058,0.527,0.446,0.965,0.615,0.193,0.396,0.034,0,0.51,0.115,0.303,0.786,0.191,0.777,0.471,0.07,0.513,0.652,0.16,0.116,0.647,NA,0.197,0.331,0.389,0.391,0.425,0.184,0.573,0.509,0.142,0.881,NA,0.385
"sim.57.binp",0.111,0,0,0.004,0.429,0.02,0.407,0.018,0,0,0.007,0.259,0.008,0.539,0.539,0.001,0.21,0.1,0.037,0.111,0,0.259,0.32,0,0,0.259,0.259,1,0.333,0.009,0,0.02,0.111,1,1,0,0.045,0.111,0.333,0.333,0.205
"sim.57.dstat",NA,0.942,0.559,0.037,0.078,0.039,0.1,0.23,0.962,1,0.029,0.29,0.602,0.143,0.189,0.139,0.127,0.153,0.45,0.42,0.069,1,0.181,0.285,0.865,0.945,0.368,0.75,NA,0.158,0.613,0.155,0.793,0.155,0.419,0.188,0.294,0.673,1,NA,0.416
"sim.57.kcstat",NA,19.441,6.549,43.613,5.406,40.89,5.34,22.076,6.883,269.27,199.3,5.55,7.353,3.222,1.163,31.062,6.793,13.53,45.245,4.416,201.089,7.333,3.916,17.766,15.377,2.77,3.439,16.167,NA,8.625,5.883,18.358,6.289,20.858,4.312,30.965,17.146,2.921,61,NA,31.927
"ID.58",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.58",82.08,92.04,87.49,65.08,16.38,57.71,57.15,77.38,75.48,99.51,70.16,57.8,89.37,74.43,34.09,72.49,61.43,86.87,59.8,56.5,94.06,91.33,63.03,73.76,93.97,72.92,86.67,62,0,48.02,75.16,74.26,76.2,78,94.3,73.59,86.62,3.71,49.17,100,69.25
"sDF1.sim.58",17.92,7.02,2.67,25.7,43.08,22.68,22.91,15.02,14.14,0.49,16.12,15.63,8.58,17.05,34.09,13.2,21.56,7.12,0,31.29,3.32,0,15.44,14.81,2.39,21.03,0,0,0,16.63,15.98,11.57,4.51,13.47,0,12.5,9.65,9.11,3.34,0,12.251
"sDF2.sim.58",0,0.94,9.84,9.21,40.54,19.61,19.94,7.6,10.38,0,13.72,26.57,2.05,8.52,26.82,14.32,17.01,6.02,17.2,12.22,2.63,8.67,21.53,11.42,3.63,6.05,13.33,0,0,35.35,8.86,14.17,19.29,8.53,5.7,13.91,3.73,87.17,47.49,0,14.349
"sN.58",5.7,13.95,17.7,13.54,9.2,11.39,6.87,7.94,6.7,5.12,10.58,6.94,8.71,9.32,6.25,6.72,5.68,8.82,1.29,4.03,5.69,2.28,9.81,15.67,16.98,4.87,3.18,0.69,0,16.44,27.21,7.45,5.39,2.37,3.05,14.39,16.39,4.54,6.18,4.13,8.329
"br.length.58",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.58.dnet",NA,0.458,0.398,0.19,0.179,0.304,0.305,0.323,0.356,NA,0.345,0.234,0.425,0.295,0.327,0.371,0.295,0.481,NA,0.169,0.57,NA,0.283,0.351,0.559,0.221,NA,NA,NA,0.192,0.315,0.363,0.236,0.357,NA,0.374,0.408,0.421,0.034,NA,0.327
"sim.58.dtree",NA,0.083,0.133,0.423,0.796,0.536,0.545,0.255,0.279,NA,0.351,0.535,0.112,0.293,0.932,0.319,0.478,0.141,NA,0.556,0.061,NA,0.454,0.302,0.062,0.313,NA,NA,NA,0.702,0.284,0.295,0.27,0.247,NA,0.304,0.143,0.137,0.682,NA,0.356
"sim.58.entrop",NA,0.279,0.402,0.772,0.933,0.886,0.891,0.618,0.659,NA,0.742,0.873,0.356,0.666,0.989,0.709,0.848,0.437,NA,0.858,0.242,NA,0.828,0.687,0.244,0.663,NA,NA,NA,0.927,0.658,0.68,0.605,0.613,NA,0.692,0.43,0.419,0.743,NA,0.656
"sim.58.icert",0.322,0.631,0.528,0.14,0.001,0.142,0.136,0.36,0.371,0.955,0.305,0.101,0.572,0.306,0,0.354,0.174,0.613,0.234,0.06,0.785,0.575,0.181,0.349,0.771,0.233,0.434,NA,NA,0.017,0.33,0.365,0.274,0.397,0.685,0.368,0.53,0.548,0,NA,0.355
"sim.58.binp",0.018,0,0,0.017,0.35,0.039,0.173,0.02,0.045,0.004,0.039,0.173,0.001,0.008,0.649,0.045,0.32,0.001,0.333,0.407,0.018,0.111,0.077,0.001,0,0.045,0.037,1,NA,0.127,0,0.007,0.045,0.111,0.037,0.001,0,0.045,0.32,0.012,0.119
"sim.58.dstat",1,0.764,0.573,0.472,0.424,0.073,0.069,0.328,0.153,1,0.08,0.259,0.614,0.334,0.119,0.041,0.118,0.084,1,0.438,0.116,1,0.165,0.129,0.206,0.553,1,NA,NA,0.36,0.287,0.101,0.621,0.225,1,0.053,0.442,0.421,0.869,NA,0.419
"sim.58.kcstat",4.58,14.984,11.83,3.388,1.105,12.41,12.529,9.404,17.314,203.082,23.517,3.855,13.372,7.727,1,52.938,9.763,73.5,3.477,2.322,132.507,10.534,7.814,18.389,73.855,4.464,6.502,NA,NA,1.677,9.312,24.112,4.85,14.063,16.544,43.326,14.002,15.456,1.038,NA,23.798
"ID.59",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.59",100,78.09,75.85,35.93,25.75,64.01,55.16,78.56,84.05,99.44,9.56,40.16,75.4,75.21,25.69,93.11,51.4,82.08,71.67,4.42,70.77,92.67,60.02,75.04,93.27,81.4,46.83,70.08,98.67,64.66,63.41,59.18,82.33,100,98.17,83.92,82.33,0,66.08,0,65.359
"sDF1.sim.59",0,9.68,6.31,28.28,22.85,29.02,28.41,5.46,6.49,0.56,9.69,6.03,23.68,11.83,32.27,3.06,30.56,9.62,2.67,90.25,4.88,0,13.73,17.57,3.87,1.78,53.17,0,1.33,18.96,15.57,8.08,9.5,0,0,7.07,13.21,36.9,26.07,0,14.71
"sDF2.sim.59",0,12.23,17.83,35.79,51.4,6.96,16.44,15.98,9.45,0,39.75,50.81,0.92,12.95,41.04,3.83,18.05,8.31,25.67,4.33,24.34,7.33,26.25,7.39,2.86,16.82,0,4.92,0,16.38,21.02,25.75,6.17,0,1.83,9.01,4.46,63.1,7.85,0,15.431
"sN.59",7.79,8.51,19.33,10.69,11.23,11.2,5.81,7.84,6.18,8.28,1.12,1.76,10.83,5.42,6.24,17.44,6.59,3.95,2.24,1.7,5.88,1.58,8.88,17.76,14.47,3.06,2.01,1.26,1.96,14.93,19.35,4.25,1.72,3.07,2.05,13.16,8.48,2.4,4.53,0,7.124
"br.length.59",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.59.dnet",NA,0.388,0.269,0.329,0.306,0.143,0.226,0.293,0.428,NA,0.293,0.071,0.155,0.387,0.304,0.556,0.228,0.435,0.144,0.541,0.173,NA,0.22,0.28,0.554,0.258,NA,NA,NA,0.322,0.29,0.164,0.416,NA,NA,0.441,0.338,NA,0.176,NA,0.304
"sim.59.dtree",NA,0.246,0.275,0.943,0.642,0.439,0.578,0.24,0.173,NA,0.371,0.622,0.281,0.283,0.826,0.071,0.642,0.197,0.33,0.092,0.342,NA,0.5,0.285,0.07,0.205,NA,NA,NA,0.429,0.448,0.441,0.174,NA,NA,0.175,0.194,NA,0.408,NA,0.364
"sim.59.entrop",NA,0.615,0.629,0.995,0.936,0.756,0.894,0.584,0.497,NA,0.744,0.801,0.544,0.666,0.983,0.271,0.922,0.541,0.623,0.334,0.67,NA,0.847,0.649,0.266,0.491,NA,NA,NA,0.813,0.825,0.786,0.506,NA,NA,0.502,0.515,NA,0.75,NA,0.665
"sim.59.icert",NA,0.428,0.298,0,0.081,0.105,0.075,0.345,0.528,0.95,0.286,0.01,0.207,0.398,0.01,0.76,0.047,0.516,0.168,0.728,0.179,0.622,0.114,0.299,0.758,0.339,0.003,0.651,0.898,0.228,0.19,0.115,0.52,NA,0.868,0.541,0.42,0.05,0.141,NA,0.348
"sim.59.binp",0,0.008,0,0.527,0.122,0.039,0.32,0.02,0.018,0,1,0.556,0.009,0.045,0.32,0,0.429,0.111,0.111,0.111,0.1,0.556,0.145,0.001,0,0.259,0.556,0.333,0.111,0.009,0.007,0.111,0.556,0.037,0.111,0,0.003,0.111,0.21,NA,0.179
"sim.59.dstat",NA,0.116,0.477,0.117,0.06,0.613,0.267,0.491,0.186,1,0.007,0.739,0.925,0.045,0.114,0.112,0.257,0.073,0.812,0.01,0.666,1,0.313,0.408,0.15,0.809,1,1,1,0.073,0.149,0.522,0.213,NA,1,0.121,0.495,1,0.537,NA,0.456
"sim.59.kcstat",NA,26.827,6.036,1.019,9.845,2.586,3.235,6.949,26.203,177.571,232.231,1.312,3.272,56.589,2.333,116.948,2.666,56.313,3,954.667,3.386,12.643,3.697,6.645,89.515,5.294,1.135,14.244,74.188,18.713,8.778,2.892,22.871,NA,53.645,39.613,8.899,1.71,3.196,NA,55.694
"ID.60",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.60",87.19,74.69,92.93,57.93,39.06,73.7,29.75,74.01,77.82,99.76,80.67,82.05,82.22,66.88,27.93,78.68,72.04,96.85,58.5,43.5,84.99,45.55,63.56,76.93,97.06,67.08,62.83,41,2,56.37,69.43,66.18,15.82,92.17,96.6,76.69,89.75,1.25,63.7,79,66.103
"sDF1.sim.60",12.81,21.37,1.9,12.42,20.09,13.68,37.67,9.93,11.25,0.24,6.45,5.68,10.36,7.35,28.51,7.32,24.92,2.5,2,1,0.5,0,22.59,13.97,1.83,9.25,37.17,1,1,15.57,16.41,27.2,71.39,7.08,1.45,15.95,7.2,6.5,7.22,0,12.518
"sDF2.sim.60",0,3.94,5.17,29.64,40.84,12.61,30.58,16.06,10.93,0,12.88,12.27,7.43,25.77,36.57,14,3.03,0.65,3.5,55.5,14.51,49.45,13.85,9.1,1.11,21.67,0,3,0,28.06,14.17,6.62,12.79,0.75,1.95,7.36,3.06,90.25,29.08,0,15.704
"sN.60",6.48,7.56,13.69,9.96,9.18,10.03,3.42,4.96,4.87,7,4.44,2.78,7.06,2.52,3.97,10.29,2.98,4.54,0.79,2.11,4.69,2.33,6.47,13.82,13.04,1.75,2.19,0.5,0.03,8.56,13.33,5.21,2.31,2.28,3.34,14.02,12.4,2.19,3.86,0.82,5.794
"br.length.60",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.60.dnet",NA,0.203,0.512,0.182,0.224,0.379,0.361,0.32,0.415,NA,0.356,0.363,0.413,0.175,0.357,0.34,0.154,0.586,0.37,0.017,0.291,NA,0.258,0.351,0.609,0.229,NA,0.265,NA,0.221,0.343,0.156,0.343,0.455,0.607,0.306,0.464,0.463,0.144,NA,0.33
"sim.60.dtree",NA,0.29,0.073,0.533,0.84,0.303,0.885,0.299,0.249,NA,0.214,0.197,0.195,0.397,0.858,0.239,0.325,0.032,0.089,0.572,0.162,NA,0.446,0.261,0.03,0.374,NA,0.091,NA,0.558,0.361,0.407,0.334,0.081,0.035,0.264,0.108,0.082,0.443,NA,0.313
"sim.60.entrop",NA,0.615,0.27,0.852,0.961,0.69,0.993,0.679,0.622,NA,0.559,0.53,0.536,0.738,0.985,0.596,0.627,0.142,0.464,0.669,0.405,NA,0.817,0.632,0.138,0.746,NA,0.47,NA,0.882,0.753,0.735,0.724,0.272,0.156,0.627,0.358,0.296,0.761,NA,0.597
"sim.60.icert",0.448,0.235,0.702,0.077,0,0.374,0.008,0.324,0.453,0.976,0.422,0.442,0.494,0.147,0.011,0.388,0.178,0.83,0.687,0.011,0.401,0.001,0.17,0.381,0.867,0.198,0.048,0.641,0.082,0.083,0.296,0.13,0.317,0.629,0.86,0.337,0.618,0.645,0.103,NA,0.359
"sim.60.binp",0.001,0.02,0,0.077,0.35,0.02,0.704,0.045,0.045,0,0.012,0.259,0.007,0.259,0.802,0.003,0.259,0.045,1,0.556,0.045,0.556,0.1,0.001,0,0.556,0.556,NA,NA,0.145,0.009,0.21,0.111,0.111,0.037,0.001,0,0.111,0.407,0.333,0.204
"sim.60.dstat",1,0.689,0.463,0.409,0.321,0.041,0.014,0.236,0.014,1,0.333,0.367,0.165,0.556,0.01,0.313,0.783,0.587,0.273,0.955,0.933,1,0.24,0.211,0.245,0.402,1,0.5,1,0.286,0.073,0.609,0.106,0.808,0.147,0.369,0.404,0.677,0.602,NA,0.465
"sim.60.kcstat",6.806,4.059,27.838,2.643,1.094,57.093,9.542,10.454,209.031,415.667,11.543,11.589,25.526,3.232,14.897,10.683,3.153,52,37.667,1.282,6.031,1.086,5.688,13.928,133.264,4.656,1.69,20,2,3.267,24.67,2.894,19.34,14.442,190.3,8.071,20.94,16.952,2.584,NA,36.092
"ID.61",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.61",98.29,76.72,91.78,57.96,32.19,42.83,29.62,73.14,71.73,100,77.75,70.49,85.6,78.97,61.81,86.53,31.65,89.74,22.33,67,94.56,96.42,57.14,82.13,89.87,86.17,0,20.17,98.8,83.11,72.04,73.19,90.83,83.97,99.5,84.98,94.14,36.39,94.28,86.5,71.758
"sDF1.sim.61",0,20.6,3.8,20.02,25.24,25.75,47.75,12.93,18.47,0,16.11,17.2,0.2,8.23,18.47,9.18,49.33,8.65,0,8,3.74,0,13.7,12.94,5.33,0,78,3.33,1.2,8.72,12.01,2.47,1.5,2.4,0,10.01,5.73,35.27,0.8,11.5,12.964
"sDF2.sim.61",1.71,2.68,4.42,22.01,42.57,31.42,22.62,13.93,9.8,0,6.14,12.31,14.2,10.8,19.72,4.29,19.02,1.61,6.67,20,1.7,3.58,29.17,4.93,4.8,13.83,3,73.5,0,8.17,15.95,24.34,7.67,13.63,0.5,5.01,0.13,28.34,4.92,0,12.727
"sN.61",4.96,7.54,11.38,11.84,9.4,8.95,6.87,7.51,6.2,3.49,9.46,5.27,8.62,3.66,9.51,12.04,4.07,3.32,0.44,1.55,5.41,2.29,6.2,20.64,16.99,3.01,0.85,1.43,3.1,17.64,22.41,6.24,2.57,2.59,1.36,15.24,14.18,3.04,6.26,1.21,7.218
"br.length.61",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.61.dnet",NA,0.206,0.543,0.315,0.297,0.305,0.279,0.376,0.282,NA,0.295,0.318,0.295,0.4,0.329,0.422,0.231,0.421,NA,0.232,0.553,NA,0.197,0.346,0.522,NA,NA,0.204,NA,0.454,0.336,0.157,0.444,0.318,NA,0.407,0.488,0.33,0.514,NA,0.349
