"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","mean"
"sim.31.dnet",NA,0.425,0.445,0.255,0.331,0.231,0.26,0.272,0.494,NA,0.433,0.188,0.463,0.267,0.342,0.498,0.276,0.439,0.385,0.258,0.392,0.489,0.223,0.407,0.539,0.163,0.341,0.19,NA,0.195,0.238,0.407,0.275,0.245,NA,0.203,0.608,0.119,0.113,NA,0.326
"sim.31.dtree",NA,0.214,0.177,0.653,0.817,0.653,0.807,0.32,0.137,NA,0.197,0.626,0.182,0.351,0.948,0.12,0.228,0.115,0.25,0.523,0.139,0.063,0.764,0.204,0.079,0.349,0.121,0.219,NA,0.668,0.629,0.271,0.433,0.676,NA,0.383,0.025,0.362,0.44,NA,0.376
"sim.31.entrop",NA,0.569,0.506,0.933,0.985,0.927,0.972,0.693,0.43,NA,0.542,0.901,0.516,0.73,0.996,0.392,0.553,0.368,0.648,0.729,0.413,0.22,0.953,0.551,0.292,0.67,0.376,0.599,NA,0.919,0.92,0.651,0.821,0.895,NA,0.739,0.117,0.56,0.729,NA,0.652
"sim.31.icert",0.874,0.491,0.543,0.053,0.018,0.044,0.007,0.267,0.63,0.975,0.514,0.04,0.558,0.241,0,0.649,0.338,0.585,0.443,0.111,0.517,0.682,0.009,0.48,0.731,0.168,0.496,0.335,0.786,0.027,0.057,0.427,0.193,0.028,NA,0.173,0.869,0.146,0.089,NA,0.358
"sim.31.binp",0.012,0,0,0.149,0.441,0.259,0.532,0.045,0.001,0.004,0.018,0.407,0.045,0.045,0.623,0,0.045,0.037,0.556,1,0.018,0.259,0.35,0,0,0.111,0.111,1,0.012,0.241,0.038,0.045,0.556,1,0.037,0.045,0,NA,0.088,0.333,0.217
"sim.31.dstat",1,0.062,0.098,0.186,0.049,0.25,0.212,0.36,0.038,1,0.077,0.366,0.004,0.317,0.093,0.108,0.614,0.499,0.037,0.076,0.568,0.891,0.29,0.161,0.171,0.69,0.938,0.636,1,0.347,0.23,0.001,0.174,0.198,NA,0.483,0.49,0.549,0.715,NA,0.368
"sim.31.kcstat",56.803,59.658,47.756,3.367,5.088,2.626,1.629,6.421,165.245,399,53.05,2.135,1249.167,6.313,1.089,68.574,6.023,15.945,80.333,10,11.446,17.268,1.565,24.725,68.654,3.201,8.2,5.857,28.412,1.929,3.06,2139.333,7.907,2.475,NA,3.837,81.479,3.235,2.281,NA,122.502
"sCF.sim.32",98.3,80.82,85.83,55.11,30.03,45.43,61.41,76.74,85.68,98.57,39.75,52.98,94.68,58.13,21.26,87.52,48.41,85.75,99.13,58.08,78.94,76.6,63.51,73.53,91.48,81.42,2.5,51.75,100,59.03,77.95,84.58,80.6,82,93.5,81.87,86.43,49.5,83.67,95.5,71.449
"br.length.32",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.32.dnet",0.618,0.409,0.404,0.281,0.343,0.309,0.217,0.359,0.464,NA,0.271,0.115,0.527,0.135,0.249,0.442,0.284,0.326,0.649,0.068,0.28,NA,0.339,0.335,0.452,0.232,0.359,0.023,NA,0.252,0.345,0.458,0.214,0.44,NA,0.356,0.494,NA,0.277,NA,0.333
"sim.32.dtree",0.017,0.212,0.153,0.579,0.827,0.75,0.478,0.263,0.154,NA,0.862,0.615,0.055,0.53,0.835,0.133,0.695,0.154,0.009,0.53,0.235,NA,0.446,0.305,0.089,0.205,0.139,0.636,NA,0.515,0.248,0.167,0.215,0.125,NA,0.199,0.146,NA,0.178,NA,0.344
"sim.32.entrop",0.085,0.565,0.45,0.906,0.987,0.97,0.83,0.637,0.463,NA,0.98,0.846,0.21,0.82,0.969,0.415,0.953,0.413,0.05,0.748,0.569,NA,0.827,0.689,0.297,0.46,0.468,0.708,NA,0.866,0.612,0.488,0.463,0.435,NA,0.532,0.447,NA,0.438,NA,0.606
"sim.32.icert",0.89,0.476,0.519,0.103,0.019,0.034,0.124,0.387,0.582,0.892,0.001,0.021,0.734,0.058,0.002,0.574,0.047,0.44,0.952,0.034,0.336,0.215,0.228,0.332,0.62,0.318,0.515,0.002,NA,0.123,0.385,0.565,0.296,0.603,0.883,0.433,0.623,0,0.377,0.885,0.375
"sim.32.binp",0.037,0.045,0,0.075,0.368,0.441,0.1,0.02,0.018,0.001,0.704,0.259,0,0.32,0.429,0,0.32,0.007,0.037,0.259,0.045,0.045,0.077,0.001,0,0.259,0.333,0.556,0.037,0.031,0,0.018,0.037,0.333,0.333,0.004,0,0.407,0.111,0.333,0.16
"sim.32.dstat",0.706,0.127,0.404,0.123,0.026,0.073,0.337,0.177,0.106,1,0.209,0.592,0.687,0.558,0.253,0.333,0.12,0.813,0.233,0.789,0.564,1,0.019,0.176,0.711,0.938,0.565,0.914,NA,0.216,0.267,0.078,0.966,0.273,1,0.391,0.002,1,0.886,1,0.478
"sim.32.kcstat",81.708,29.693,14.243,6.428,8.394,5.048,3.737,16.341,52.158,68.93,1.263,1.558,25.712,2.092,1.24,20.038,4.159,7.278,494,1.622,6.258,3.274,66.101,13.411,14.893,4.641,11.385,1.127,NA,4.846,11.862,64.558,4.283,26,62.333,10.769,2655.333,1.02,5.718,63.667,99.413
"sCF.sim.33",100,79.12,87.11,58.97,46.3,58.25,71.34,91.02,69.58,98.53,33.98,40.9,83.27,70.59,31.99,77.61,53.51,93.91,81,81.75,86.44,26.75,60.65,74.18,84.36,56.92,10.5,42.75,44.17,69.12,72.33,84.05,33.52,4.67,12.17,78.23,92.34,32.4,97.45,0,61.793
"br.length.33",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.33.dnet",NA,0.408,0.485,0.304,0.313,0.18,0.341,0.443,0.091,NA,0.382,0.23,0.338,0.156,0.296,0.379,0.146,0.57,NA,0.359,0.387,0.163,0.284,0.377,0.425,0.236,0.237,0.234,NA,0.299,0.249,0.294,0.073,NA,0.189,0.323,0.554,0.091,0.595,NA,0.307
"sim.33.dtree",NA,0.233,0.138,0.516,0.734,0.528,0.335,0.094,0.359,NA,0.945,0.798,0.182,0.345,0.799,0.252,0.606,0.063,NA,0.201,0.145,0.636,0.49,0.296,0.17,0.539,0.396,0.688,NA,0.365,0.321,0.173,0.665,NA,0.578,0.244,0.08,0.439,0.026,NA,0.394
"sim.33.entrop",NA,0.598,0.431,0.874,0.966,0.848,0.725,0.309,0.591,NA,0.995,0.959,0.492,0.659,0.978,0.623,0.868,0.247,NA,0.536,0.428,0.874,0.855,0.682,0.49,0.877,0.775,0.935,NA,0.752,0.687,0.442,0.81,NA,0.676,0.601,0.294,0.702,0.118,NA,0.668
"sim.33.icert",NA,0.458,0.619,0.154,0.042,0.078,0.315,0.605,0.12,0.889,0.001,0.004,0.429,0.167,0.015,0.415,0.033,0.785,0.599,0.435,0.507,0.02,0.158,0.377,0.527,0.1,0.19,0.028,0.003,0.256,0.249,0.395,0.001,0.462,0.031,0.368,0.75,0.079,0.848,NA,0.303
"sim.33.binp",0.012,0.001,0,0.027,0.35,0.031,0.045,0.001,0.111,0.037,0.802,0.407,0.003,0.045,0.35,0.004,0.539,0.003,0.333,0.556,0.003,1,0.077,0,0,0.259,0.556,0.556,0.556,0.001,0,0.003,0.556,NA,NA,0,0,0.111,0,NA,0.198
"sim.33.dstat",NA,0.076,0.081,0.079,0.059,0.417,0.111,0.713,0.952,1,0.005,0.285,0.555,0.725,0.121,0.133,0.496,0.09,1,0.37,0.54,0.427,0.141,0.055,0.216,0.248,0.34,0.24,1,0.199,0.434,0.831,0.727,1,0.316,0.359,0.05,0.8,0.703,NA,0.418
"sim.33.kcstat",NA,43.968,78.058,12.406,6.655,2.644,18.428,14.02,2.377,67.027,9.235,1.35,8.572,3.121,2.583,22.789,1.813,165.709,11.571,11.259,11.383,1.672,7.869,43.648,23.145,3.933,4.956,2.27,1.128,9.214,5.375,6.242,1.094,7.137,2.084,9.123,233.421,2.097,53.928,NA,24.034
"sCF.sim.34",82.57,91.59,71.31,52.99,27.26,62.25,58.42,85.97,57.38,100,58.17,52.61,82.15,71.02,19.81,75.29,39.98,82.62,98.6,68.7,90.34,16.33,61.53,83.71,95.05,86.23,74.33,16.33,84,59.03,79.77,85.75,26.5,89.33,98.75,85.63,87.11,17,93.04,50,67.961
"br.length.34",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.34.dnet",0.269,0.527,0.241,0.249,0.337,0.257,0.211,0.358,0.253,NA,0.291,0.293,0.44,0.273,0.259,0.248,0.222,0.343,0.626,0.275,0.52,NA,0.199,0.456,0.584,0.344,NA,0.256,NA,0.266,0.326,0.354,0.301,0.432,NA,0.414,0.438,0.235,0.482,NA,0.341
"sim.34.dtree",0.191,0.088,0.335,0.615,0.765,0.465,0.525,0.151,0.542,NA,0.529,0.601,0.196,0.339,0.631,0.282,0.856,0.19,0.014,0.33,0.102,NA,0.476,0.177,0.051,0.148,NA,0.676,NA,0.515,0.225,0.153,0.678,0.113,NA,0.155,0.138,0.211,0.072,NA,0.339
"sim.34.entrop",0.466,0.315,0.701,0.917,0.975,0.832,0.86,0.427,0.882,NA,0.88,0.919,0.539,0.717,0.926,0.631,0.96,0.51,0.072,0.717,0.35,NA,0.821,0.507,0.21,0.411,NA,0.705,NA,0.868,0.57,0.432,0.85,0.36,NA,0.457,0.425,0.505,0.254,NA,0.617
"sim.34.icert",0.36,0.709,0.232,0.068,0.038,0.156,0.095,0.473,0.108,NA,0.138,0.096,0.523,0.254,0.065,0.276,0,0.428,0.906,0.265,0.69,0.095,0.115,0.555,0.813,0.462,0.216,0.012,0.366,0.131,0.385,0.467,0.039,0.579,0.903,0.527,0.566,0.321,0.667,0,0.336
"sim.34.binp",0.111,0,0.009,0.104,0.429,0.077,0.173,0.001,0.21,0.001,0.407,0.407,0.018,0.02,0.173,0.001,0.429,0.037,0.012,0.333,0,1,0.145,0,0,0.259,0.333,1,0.556,0.058,0,0.018,1,0.111,0.111,0,0.003,0.556,0,0.556,0.216
"sim.34.dstat",0.836,0.172,0.437,0.201,0.014,0.23,0.327,0.661,0.204,NA,0.108,0.087,0.053,0.321,0.174,0.535,0.334,0.49,0.714,0.311,0.101,1,0.393,0.05,0.127,0.757,1,0.169,1,0.179,0.414,0.66,0.048,0.563,1,0.343,0.324,0.855,0.75,1,0.434
"sim.34.kcstat",5.569,60.766,5.046,3.623,22.063,5.497,3.267,9.017,4.656,NA,8.761,8.035,77.579,6.586,3.853,5.264,1.004,9.177,98.4,6.976,87.755,2.123,3.298,93.79,147.444,8.107,3.279,1.997,5.25,5.759,8.822,8.855,7.667,14.5,79,16.445,19.844,4.872,17.657,1,22.631
"sCF.sim.35",95.93,84.05,92.48,62.8,38.27,63.85,58.84,92.27,75.64,99.4,49.44,16.92,83.35,79.88,60.54,84.31,60.76,73.27,15.17,64.82,70.11,91.83,31.88,82.65,91.48,98.18,92,16,89,60.23,63.2,59.38,80.74,89.9,90.63,45.3,81.04,4.8,85.38,93,69.218
"br.length.35",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.35.dnet",0.607,0.458,0.535,0.291,0.286,0.312,0.208,0.555,0.21,NA,0.075,0.248,0.414,0.378,0.252,0.428,0.219,0.304,0.278,0.121,0.141,NA,0.185,0.433,0.445,NA,NA,NA,NA,0.153,0.246,0.332,0.358,0.53,0.41,0.157,0.367,0.454,NA,NA,0.325
"sim.35.dtree",0.042,0.173,0.078,0.457,0.893,0.441,0.518,0.08,0.277,NA,0.677,0.619,0.182,0.224,0.492,0.17,0.488,0.309,0.167,0.427,0.351,NA,0.6,0.19,0.089,NA,NA,NA,NA,0.496,0.451,0.51,0.213,0.106,0.098,0.753,0.21,0.076,NA,NA,0.339
"sim.35.entrop",0.181,0.5,0.289,0.832,0.985,0.822,0.854,0.296,0.599,NA,0.817,0.915,0.511,0.58,0.85,0.492,0.838,0.688,0.403,0.725,0.653,NA,0.888,0.529,0.293,NA,NA,NA,NA,0.811,0.818,0.871,0.558,0.362,0.301,0.914,0.554,0.351,NA,NA,0.628
"sim.35.icert",0.854,0.56,0.727,0.185,0,0.211,0.097,0.752,0.249,0.947,0.003,0.061,0.506,0.436,0.137,0.53,0.119,0.302,0.385,0.1,0.153,0.592,0.048,0.52,0.612,0.869,0.631,0.009,NA,0.081,0.158,0.178,0.425,0.698,0.566,0.002,0.437,0.688,0.4,0.634,0.381
"sim.35.binp",0.012,0.111,0,0.019,0.532,0.077,0.1,0.004,0.045,0.004,0.407,0.704,0.008,0.045,0.145,0,0.21,0.111,0.111,0.259,0.02,0.012,0.145,0,0,0.004,0.333,NA,0.333,0.027,0.004,0.077,0.111,0.111,0.259,0.539,0.001,0.111,0.259,0.333,0.143
"sim.35.dstat",0.002,0.056,0.209,0.14,0.189,0.094,0.339,0.03,0.702,1,0.721,0.191,0.213,0.212,0.227,0.197,0.324,0.271,0.968,0.703,0.769,1,0.381,0.1,0.765,1,1,1,NA,0.522,0.272,0.01,0.325,0.01,0.893,0.473,0.301,0.5,1,1,0.464
"sim.35.kcstat",9390,85.978,57.013,8.985,1.136,14.003,3.247,384.87,4.209,165.667,1.162,3.541,21.634,16.89,5.059,25.246,3.734,8.763,5.652,2.408,2.9,11.24,2.248,43.26,13.877,53.945,13.143,1.25,NA,2.442,4.98,98.175,11.878,849,10.768,1.194,13.032,24.687,5.84,13.286,291.957
"sCF.sim.36",98.3,95.71,90.26,59.02,32.74,45.56,63.07,63.3,64.65,97.8,61.36,51.24,88.49,67.72,48.8,85.59,59.55,93.16,86.78,54.4,96.73,99,63.26,78.95,97.44,92.37,68,6,100,52.07,67.24,66.37,78.6,60.2,92.24,84.65,90.83,9.25,83.72,100,72.361
"br.length.36",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.36.dnet",NA,0.531,0.484,0.139,0.325,0.312,0.283,0.117,0.269,NA,0.244,0.103,0.364,0.132,0.197,0.423,0.188,0.475,0.357,0.178,NA,NA,0.238,0.422,0.615,0.494,0.416,0.233,NA,0.321,0.234,0.175,0.371,0.164,0.454,0.464,0.522,0.126,0.294,NA,0.314
"sim.36.dtree",NA,0.044,0.102,0.515,0.866,0.748,0.453,0.449,0.429,NA,0.479,0.645,0.122,0.385,0.688,0.155,0.507,0.071,0.142,0.591,NA,NA,0.45,0.235,0.026,0.079,0.161,0.364,NA,0.63,0.392,0.404,0.24,0.497,0.081,0.166,0.096,0.216,0.177,NA,0.341
"sim.36.entrop",NA,0.164,0.347,0.814,0.99,0.97,0.828,0.742,0.806,NA,0.839,0.844,0.347,0.688,0.926,0.461,0.838,0.245,0.402,0.881,NA,NA,0.815,0.601,0.124,0.284,0.546,0.654,NA,0.932,0.762,0.745,0.604,0.818,0.269,0.487,0.336,0.549,0.452,NA,0.621
"sim.36.icert",0.876,0.748,0.646,0.066,0.006,0.036,0.182,0.086,0.188,0.847,0.14,0.012,0.501,0.128,0.022,0.536,0.092,0.66,0.479,0.049,0.792,0.919,0.154,0.472,0.88,0.676,0.594,0.25,NA,0.095,0.189,0.142,0.417,0.086,0.629,0.573,0.697,0.282,0.392,NA,0.383
"sim.36.binp",0.037,0,0,0.122,0.429,0.539,0.145,0.045,0.21,0.004,0.21,0.32,0.003,0.042,0.259,0.001,0.21,0.018,0.012,0.556,0.018,0.004,0.077,0,0,0.004,0.333,NA,0.037,0.065,0.001,0.045,0.111,0.407,0.001,0.001,0,1,0.037,0.333,0.145
"sim.36.dstat",1,0.967,0.33,0.553,0.084,0.065,0.165,0.692,0.221,1,0.257,0.628,0.894,0.733,0.344,0.297,0.405,0.839,0.743,0.402,1,1,0.296,0.019,0.266,0.523,NA,0.111,NA,0.024,0.369,0.548,0.192,0.486,0.83,0.054,0.132,0.947,0.803,NA,0.492
"sim.36.kcstat",57.824,23.046,27.103,2.2,2.351,5.652,7.8,2.271,6.515,44.455,4.738,1.377,8.54,2.68,1.818,18.813,2.902,16.134,8.664,2.223,29.581,99,4.626,167.39,141.912,22.694,NA,14.333,NA,25.372,4.707,3.189,17.061,2.582,14.22,93.241,71.777,4.139,6.278,NA,26.195
"sCF.sim.37",93.47,77.62,81.66,64.49,36.19,64.01,66.68,48.45,68.89,100,77.98,17.85,72.63,63.78,43.24,83.53,63.77,76.75,87.73,89.75,90.7,92.17,71.57,79.61,96.4,79.75,1.5,7.67,97.83,74.35,83.07,62.76,87.14,4.83,99.17,73.25,90.29,7.38,66.84,74.67,67.986
"br.length.37",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.37.dnet",0.542,0.246,0.349,0.257,0.36,0.294,0.35,0.187,0.327,NA,0.388,0.331,0.184,0.04,0.306,0.445,0.347,0.285,0.402,0.526,0.415,NA,0.276,0.385,0.559,0.332,0.127,0.237,NA,0.269,0.427,0.204,0.371,NA,0.647,0.2,0.485,0.09,0.069,NA,0.322
"sim.37.dtree",0.068,0.252,0.202,0.432,0.937,0.439,0.4,0.695,0.368,NA,0.247,0.462,0.317,0.442,0.793,0.179,0.442,0.263,0.131,0.108,0.098,NA,0.331,0.227,0.037,0.195,0.575,0.595,NA,0.294,0.185,0.458,0.137,NA,0.008,0.309,0.102,0.597,0.398,NA,0.335
"sim.37.entrop",0.258,0.58,0.535,0.805,0.998,0.818,0.789,0.922,0.759,NA,0.617,0.842,0.643,0.604,0.978,0.511,0.825,0.618,0.396,0.366,0.303,NA,0.709,0.586,0.15,0.53,0.339,0.676,NA,0.658,0.519,0.809,0.399,NA,0.048,0.642,0.346,0.812,0.61,NA,0.6
"sim.37.icert",0.745,0.296,0.425,0.178,0.001,0.2,0.272,0.018,0.276,NA,0.427,0.212,0.203,0.056,0.02,0.541,0.237,0.32,0.533,0.692,0.573,0.714,0.262,0.441,0.789,0.419,0.002,0.04,0.849,0.283,0.517,0.129,0.496,0.571,0.948,0.22,0.648,0.02,0.088,0.647,0.367
"sim.37.binp",0.001,0.008,0.001,0.019,0.623,0.039,0.042,0.173,0.1,0.001,0.02,0.111,0.02,0.111,0.649,0.008,0.1,0.045,0.111,0.111,0.007,0.333,0.042,0,0,0.333,NA,NA,0.037,0.009,0,0.21,0.037,1,0.111,0.004,0,0.259,0.407,0.333,0.142
"sim.37.dstat",0.283,0.641,0.409,0.255,0.045,0.144,0.019,0.373,0.113,NA,0.114,0.022,0.684,0.993,0.094,0.088,0.001,0.449,0.579,0.019,0.865,1,0.323,0.174,0.844,0.488,0.538,0.171,1,0.426,0.145,0.391,0.698,1,0.398,0.646,0.322,0.679,0.956,1,0.446
"sim.37.kcstat",49.259,5.13,10.165,5.659,1.983,9.4,81.177,1.678,15.609,NA,27.288,51.988,3.649,1.77,3.293,52.428,913.6,6.732,11.993,423.6,11.203,19.083,6.755,20.11,31.618,8.957,1.143,3.111,45.083,6.134,30.951,3.532,9.488,10.387,299.758,3.967,27.885,1.495,2.085,14.009,57.26
"sCF.sim.38",70.85,91.69,88.77,65.55,37.92,52.7,64.49,66.46,76.05,100,84.06,7.39,82.47,25.84,44.95,77.94,50.8,92.59,98,20,93.42,87.27,45.29,81.98,96.47,64.81,59.93,74.5,99.5,45.37,76.79,71.05,82.85,60.48,100,67.14,94.33,0.33,80.16,10,67.255
"br.length.38",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.38.dnet",0.174,0.443,0.51,0.151,0.313,0.249,0.23,0.331,0.377,NA,0.327,0.268,0.439,0.301,0.291,0.302,0.12,0.456,NA,NA,0.542,NA,0.291,0.419,0.581,0.279,0.029,NA,NA,0.176,0.238,0.243,0.388,0.061,NA,0.274,0.507,0.408,0.272,NA,0.312
"sim.38.dtree",0.341,0.087,0.119,0.416,0.9,0.619,0.432,0.403,0.272,NA,0.173,0.295,0.192,0.819,0.76,0.248,0.653,0.077,NA,NA,0.068,NA,0.753,0.198,0.036,0.427,0.501,NA,NA,0.751,0.263,0.338,0.188,0.493,NA,0.393,0.058,0.066,0.22,NA,0.361
"sim.38.entrop",0.669,0.283,0.391,0.74,0.991,0.919,0.798,0.792,0.651,NA,0.465,0.659,0.533,0.941,0.97,0.6,0.864,0.255,NA,NA,0.26,NA,0.969,0.542,0.157,0.806,0.647,NA,NA,0.927,0.593,0.706,0.518,0.707,NA,0.775,0.214,0.348,0.536,NA,0.632
"sim.38.icert",0.181,0.611,0.664,0.121,0.001,0.066,0.16,0.254,0.396,NA,0.426,0.282,0.524,0.004,0.025,0.346,0.013,0.634,0.859,0.174,0.743,0.45,0.027,0.498,0.82,0.197,0.031,0.942,0.955,0.005,0.281,0.232,0.475,0.044,NA,0.216,0.707,0.67,0.341,0.046,0.353
"sim.38.binp",0.111,0,0,0.017,0.527,0.122,0.042,0.088,0.02,0.037,0.018,0.111,0.007,0.704,0.35,0.002,0.407,0,0.111,NA,0.003,0.037,0.241,0,0,0.21,0.259,0.333,0.037,0.368,0,0.042,0.045,0.259,0.012,0.039,0,0.333,0.008,NA,0.129
"sim.38.dstat",0.666,0.822,0.047,0.614,0.129,0.202,0.336,0.069,0.099,NA,0.661,0.425,0.071,0.124,0.12,0.429,0.571,0.886,1,1,0.283,1,0.116,0.132,0.52,0.194,0.963,1,1,0.415,0.638,0.42,0.3,0.848,NA,0.243,0.81,0.872,0.661,1,0.518
"sim.38.kcstat",3.399,13.316,157.396,2.785,1.358,3.542,4.417,21.918,27.536,NA,7.719,6.114,59.464,1.733,3.144,7.573,1.432,14.05,49,2.857,48.957,6.855,3.316,31.16,51.967,7.413,1.534,149,199,1.296,4.901,5.149,14.922,1.715,NA,6.839,20.434,16.556,5.849,1.667,25.455
"sCF.sim.39",83.91,44.2,97.39,59.88,33.9,67.81,46.91,72.22,54.42,100,80.01,44.16,79.61,25.42,55.64,84.24,72.47,92.31,6.42,45.67,85.72,66.28,39.76,80.69,89.97,91.87,69.57,60.17,98,54.28,75.53,68.02,95,97,71.02,59.86,87.33,2.78,68.85,71.17,66.987
"br.length.39",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.39.dnet",0.372,0.259,NA,0.167,0.338,0.271,0.222,0.369,0.177,NA,0.311,0.317,0.405,0.292,0.267,0.408,0.342,0.485,0.4,0.148,0.352,0.166,0.192,0.357,0.486,0.546,0.202,0.397,NA,0.26,0.403,0.241,0.568,NA,0.108,0.207,0.35,0.306,0.202,NA,0.311
"sim.39.dtree",0.175,0.774,NA,0.502,0.914,0.384,0.723,0.323,0.539,NA,0.222,0.775,0.227,0.874,0.57,0.171,0.319,0.08,0.182,0.323,0.154,0.406,0.801,0.214,0.106,0.085,0.359,0.046,NA,0.593,0.279,0.381,0.051,NA,0.339,0.502,0.135,0.167,0.369,NA,0.373
"sim.39.entrop",0.489,0.966,NA,0.824,0.995,0.765,0.945,0.713,0.858,NA,0.559,0.976,0.588,0.986,0.9,0.49,0.707,0.282,0.556,0.686,0.431,0.74,0.942,0.559,0.356,0.308,0.711,0.386,NA,0.91,0.661,0.753,0.21,NA,0.587,0.844,0.378,0.54,0.723,NA,0.666
"sim.39.icert",0.469,0.014,0.826,0.085,0.002,0.221,0.018,0.349,0.07,NA,0.374,0.028,0.46,0.002,0.1,0.508,0.327,0.664,0.524,0.19,0.464,0.136,0.001,0.424,0.646,0.737,0.189,0.795,NA,0.084,0.417,0.201,0.79,0.806,0.141,0.105,0.477,0.456,0.182,0.133,0.327
"sim.39.binp",0.012,0.407,0,0.173,0.532,0.02,0.429,0.02,0.259,0.037,0.111,0.539,0.007,0.649,0.173,0,0.111,0,0.333,1,0.037,0.407,0.532,0,0,0.018,0.259,0.333,0.333,0.065,0,0.045,0.037,0.111,0.111,0.145,0,0.259,0.045,0.259,0.195
"sim.39.dstat",0.432,0.201,1,0.474,0.081,0.263,0.282,0.044,0.415,NA,0.488,0.063,0.102,0.164,0.16,0.287,0.129,0.592,0.129,0.654,0.671,0.576,0.39,0.327,0.284,0.058,0.525,0.413,NA,0.176,0,0.359,0.3,1,0.933,0.35,0.842,0.548,0.508,1,0.401
"sim.39.kcstat",11.416,1.95,37.314,2.596,1.664,6.606,1.859,48.711,2.527,NA,7.681,5.102,33.875,1.378,5.205,17.394,17.037,19.943,34.99,3.542,8.703,3.045,1.136,11.758,30.309,187.319,3.904,50.718,NA,4.398,6330,5.032,62.167,32.333,2.59,3.334,8.091,9.468,3.865,2.469,184.774
"sCF.sim.40",69.78,93.73,82.05,52.73,28.24,55.82,74.17,83.91,83.5,97.14,86.6,16.08,88.53,76.96,59.83,72.66,16.57,83.46,75.42,77.25,93.47,92.93,16.84,83,93.41,77.55,85.5,46.5,91.5,68.61,72.14,85.28,66.93,6.95,96.77,86.89,90.48,42.06,82.15,7.5,69.022
"br.length.40",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.40.dnet",0.084,0.509,0.311,0.209,0.337,0.324,0.339,0.406,0.389,NA,0.483,0.246,0.375,0.221,0.314,0.36,0.244,0.447,0.281,0.293,0.486,NA,0.184,0.444,0.571,0.235,0.467,NA,NA,0.346,0.29,0.387,0.117,0.229,0.605,0.494,0.499,0.025,0.336,NA,0.34
"sim.40.dtree",0.356,0.065,0.197,0.619,0.836,0.567,0.297,0.175,0.18,NA,0.144,0.599,0.122,0.26,0.503,0.317,0.613,0.18,0.28,0.257,0.068,NA,0.817,0.186,0.068,0.253,0.116,NA,NA,0.372,0.324,0.159,0.386,0.61,0.033,0.14,0.1,0.556,0.196,NA,0.313
"sim.40.entrop",0.567,0.24,0.51,0.907,0.988,0.903,0.679,0.497,0.504,NA,0.443,0.906,0.355,0.577,0.866,0.706,0.913,0.512,0.643,0.611,0.238,NA,0.937,0.522,0.263,0.574,0.401,NA,NA,0.764,0.703,0.459,0.676,0.648,0.149,0.436,0.343,0.681,0.519,NA,0.59
