"","chisq","multlik","biochemdiv","consind","maha"
"Tail area probability",0.9,0.9,0,0,0
"Empirical test statistic",158.777823251854,-4267.72836,3.01057401812689,0.389423076923077,6.4514890817097
"Standard deviations from simulated distribution",1.95688778770046,1.38420402122968,-4.80341000387492,1.26572870647543,2.26765538976898
