"","chisq","multlik","biochemdiv","consind","maha"
"Tail area probability",1,1,0,0,0
"Empirical test statistic",1898.95859906772,-7070.63372,3.30547550432277,0.0499269616026711,9.08144473614834
"Standard deviations from simulated distribution",73.2813885540001,2.72963341190616,-4.98391236556975,-19.0961932747853,3.00312650186606
